alg1_result, alg2_result, alg3_result, alg1_time, alg2_time, alg3_time
0.0050, 0.0019, 0.0000, 1806.0000, 941.0000, 2968.0000
0.4080, 0.0644, 0.0069, 27047.0000, 5618.0000, 35803.0000
0.8300, 0.3019, 0.0585, 4733.0000, 2083.0000, 14169.0000
0.5310, 0.2048, 0.0223, 22331.0000, 5007.0000, 35012.0000
0.2810, 0.0404, 0.0143, 9296.0000, 2131.0000, 15273.0000
0.6180, 0.1721, 0.0584, 18407.0000, 3831.0000, 31702.0000
0.1940, 0.0442, 0.0064, 19463.0000, 3344.0000, 22170.0000
0.4360, 0.1346, 0.0487, 16897.0000, 3574.0000, 31282.0000
0.4610, 0.1567, 0.0130, 45471.0000, 8156.0000, 73315.0000
0.8070, 0.4981, 0.0630, 19105.0000, 4642.0000, 60032.0000
0.2560, 0.0442, 0.0034, 21851.0000, 3856.0000, 26203.0000
0.4260, 0.1192, 0.0450, 12736.0000, 3240.0000, 24147.0000
0.9870, 0.3096, 0.0755, 6039.0000, 2663.0000, 22287.0000
0.4700, 0.1279, 0.0580, 12325.0000, 2629.0000, 18472.0000
0.2230, 0.0673, 0.0075, 5183.0000, 1524.0000, 8082.0000
0.8730, 0.2096, 0.0433, 7150.0000, 2215.0000, 19955.0000
0.0500, 0.0087, 0.0016, 2881.0000, 1021.0000, 2558.0000
0.2370, 0.1192, 0.0056, 36661.0000, 5725.0000, 35060.0000
0.5930, 0.1885, 0.0374, 7163.0000, 1867.0000, 9279.0000
0.4100, 0.1288, 0.0456, 20023.0000, 4156.0000, 37744.0000
0.4960, 0.2779, 0.0218, 80693.0000, 15306.0000, 99656.0000
0.3040, 0.0490, 0.0079, 2349.0000, 1049.0000, 4489.0000
0.1660, 0.0356, 0.0047, 3986.0000, 1326.0000, 4604.0000
0.3450, 0.1260, 0.0109, 27206.0000, 4376.0000, 26467.0000
0.7770, 0.2740, 0.0515, 5656.0000, 2292.0000, 11337.0000
0.4840, 0.1000, 0.0101, 24409.0000, 4850.0000, 29825.0000
0.7680, 0.1558, 0.0452, 11122.0000, 2752.0000, 25345.0000
0.0690, 0.0221, 0.0005, 17550.0000, 3492.0000, 17153.0000
0.9620, 0.4875, 0.0997, 24977.0000, 7571.0000, 67770.0000
0.4730, 0.1038, 0.0372, 9994.0000, 3353.0000, 20769.0000
0.1300, 0.0337, 0.0117, 4555.0000, 2410.0000, 4802.0000
0.6550, 0.1644, 0.0461, 29709.0000, 6891.0000, 53625.0000
1.0000, 0.2125, 0.0436, 5205.0000, 2224.0000, 14941.0000
0.3270, 0.0846, 0.0134, 5305.0000, 3356.0000, 8403.0000
0.1470, 0.0183, 0.0087, 4871.0000, 2118.0000, 6604.0000
0.0190, 0.0019, 0.0002, 2529.0000, 1242.0000, 2675.0000
0.1260, 0.0365, 0.0025, 8919.0000, 2229.0000, 7998.0000
0.2480, 0.0279, 0.0039, 7955.0000, 3200.0000, 10625.0000
0.5630, 0.2462, 0.0273, 31091.0000, 7394.0000, 40418.0000
0.0010, 0.0000, 0.0000, 4694.0000, 1672.0000, 7509.0000
0.0410, 0.0096, 0.0024, 8913.0000, 3360.0000, 10908.0000
0.0000, 0.0010, 0.0000, 5077.0000, 2016.0000, 4116.0000
0.9690, 0.4625, 0.0850, 16345.0000, 6485.0000, 48394.0000
0.0950, 0.0279, 0.0034, 3349.0000, 3516.0000, 4618.0000
0.1920, 0.0375, 0.0152, 5671.0000, 2923.0000, 9340.0000
0.7180, 0.4067, 0.0447, 31176.0000, 7227.0000, 45353.0000
0.4380, 0.0894, 0.0308, 11623.0000, 4433.0000, 21078.0000
1.0000, 0.5000, 0.0873, 11040.0000, 4559.0000, 34446.0000
0.2230, 0.0317, 0.0129, 21059.0000, 5446.0000, 36466.0000
0.6030, 0.1712, 0.0515, 3043.0000, 1839.0000, 7527.0000
0.8360, 0.3202, 0.0510, 5260.0000, 2183.0000, 12270.0000
0.0880, 0.0077, 0.0038, 20363.0000, 3988.0000, 24997.0000
0.0140, 0.0019, 0.0003, 3349.0000, 1374.0000, 3941.0000
0.0500, 0.0125, 0.0002, 23998.0000, 4956.0000, 24432.0000
0.0540, 0.0125, 0.0014, 2455.0000, 1358.0000, 4251.0000
0.4000, 0.0952, 0.0414, 18017.0000, 4225.0000, 35449.0000
0.9030, 0.2356, 0.0384, 10872.0000, 3510.0000, 29409.0000
0.2390, 0.0346, 0.0151, 17575.0000, 3626.0000, 31404.0000
0.0850, 0.0096, 0.0009, 6326.0000, 1564.0000, 8210.0000
0.9530, 0.3712, 0.0741, 3846.0000, 2736.0000, 25232.0000
0.1830, 0.0567, 0.0067, 5128.0000, 1487.0000, 7298.0000
0.6400, 0.2308, 0.0364, 6143.0000, 1510.0000, 9408.0000
0.9190, 0.3413, 0.0580, 9938.0000, 2188.0000, 18583.0000
0.0620, 0.0067, 0.0037, 19986.0000, 3157.0000, 32158.0000
0.4940, 0.0663, 0.0178, 7344.0000, 1880.0000, 13755.0000
0.4850, 0.1346, 0.0142, 19769.0000, 3758.0000, 29503.0000
0.6960, 0.3279, 0.0449, 10980.0000, 2775.0000, 17543.0000
0.5910, 0.1481, 0.0362, 6815.0000, 1880.0000, 11686.0000
