alg1_result, alg2_result, alg3_result, alg1_time, alg2_time, alg3_time
0.3850, 0.0923, 0.0237, 590315.0000, 118200.0000, 932877.0000
0.4640, 0.1202, 0.0370, 1067017.0000, 211807.0000, 2405944.0000
0.3390, 0.0663, 0.0208, 556642.0000, 110852.0000, 710551.0000
0.1190, 0.0183, 0.0058, 163906.0000, 53883.0000, 181643.0000
0.0030, 0.0000, 0.0004, 34512.0000, 28185.0000, 30696.0000
0.0490, 0.0058, 0.0028, 51493.0000, 29874.0000, 48162.0000
0.1900, 0.0394, 0.0090, 405988.0000, 77254.0000, 488976.0000
0.1110, 0.0192, 0.0057, 264120.0000, 66392.0000, 305114.0000
0.0490, 0.0000, 0.0025, 334349.0000, 65881.0000, 372529.0000
0.0520, 0.0058, 0.0015, 58504.0000, 29005.0000, 60963.0000
0.0360, 0.0038, 0.0016, 61860.0000, 34587.0000, 66912.0000
0.1600, 0.0442, 0.0109, 204869.0000, 55044.0000, 291048.0000
0.0140, 0.0029, 0.0004, 61346.0000, 37756.0000, 59654.0000
0.0990, 0.0163, 0.0036, 169542.0000, 48370.0000, 244914.0000
0.1400, 0.0452, 0.0112, 531935.0000, 100548.0000, 892626.0000
0.0400, 0.0029, 0.0028, 142851.0000, 48333.0000, 180890.0000
0.6070, 0.2087, 0.0493, 1051355.0000, 233329.0000, 2713760.0000
0.0900, 0.0317, 0.0047, 202320.0000, 52466.0000, 225152.0000
0.2900, 0.0663, 0.0162, 608456.0000, 125866.0000, 901527.0000
0.0630, 0.0173, 0.0042, 207016.0000, 57721.0000, 208970.0000
0.3600, 0.1115, 0.0256, 402429.0000, 104106.0000, 645848.0000
0.1190, 0.0183, 0.0059, 106669.0000, 43576.0000, 145538.0000
0.0170, 0.0029, 0.0006, 87357.0000, 37092.0000, 118858.0000
0.3130, 0.1260, 0.0326, 1546731.0000, 230552.0000, 1781586.0000
0.0030, 0.0000, 0.0002, 31999.0000, 29984.0000, 26874.0000
0.1180, 0.0346, 0.0049, 205885.0000, 52474.0000, 342392.0000
0.0630, 0.0115, 0.0029, 90363.0000, 41812.0000, 96519.0000
