,index,number of fov,result_GEO,time1,result_MC,time2,error
49,73,285,,-1.0,0.045,0.014248847961425781,
50,64,286,,-1.0,0.039,0.01844191551208496,
51,62,289,,-1.0,0.055,0.030263900756835938,
52,2,291,,-1.0,0.055,0.02664804458618164,
53,8,291,,-1.0,0.036000000000000004,0.017017841339111328,
54,27,296,,-1.0,0.06,0.017695903778076172,
55,85,296,,-1.0,0.064,0.028811931610107422,
56,65,298,,-1.0,0.048999999999999995,0.017788171768188477,
57,97,299,,-1.0,0.055,0.030390024185180664,
58,53,305,,-1.0,0.048,0.025840044021606445,
59,94,305,,-1.0,0.059,0.027778148651123047,
60,70,306,,-1.0,0.05499999999999999,0.02764105796813965,
61,60,310,,-1.0,0.056,0.03424882888793945,
62,51,311,,-1.0,0.045,0.018194198608398438,
63,7,313,,-1.0,0.04,0.029155254364013672,
64,89,313,,-1.0,0.066,0.026211023330688477,
65,15,322,,-1.0,0.061,0.03271770477294922,
66,55,326,,-1.0,0.049,0.0230867862701416,
67,6,341,,-1.0,0.049999999999999996,0.025401830673217773,
68,92,345,,-1.0,0.07,0.041326284408569336,
69,49,351,,-1.0,0.047,0.030580997467041016,
70,72,353,,-1.0,0.07400000000000001,0.038105010986328125,
71,63,355,,-1.0,0.08,0.033879995346069336,
72,39,360,,-1.0,0.07300000000000001,0.029099225997924805,
73,21,361,,-1.0,0.07100000000000001,0.03025507926940918,
74,3,365,,-1.0,0.065,0.02991509437561035,
75,79,366,,-1.0,0.06799999999999999,0.029297828674316406,
76,30,372,,-1.0,0.059,0.029310941696166992,
77,90,373,,-1.0,0.053,0.03088092803955078,
78,22,383,,-1.0,0.123,0.03594708442687988,
79,37,386,,-1.0,0.043,0.03367924690246582,
80,59,388,,-1.0,0.075,0.03108978271484375,
81,57,405,,-1.0,0.08600000000000001,0.03264212608337402,
82,29,407,,-1.0,0.059000000000000004,0.030502796173095703,
83,9,410,,-1.0,0.089,0.0408937931060791,
84,81,412,,-1.0,0.05,0.0260770320892334,
85,42,423,,-1.0,0.1,0.03477883338928223,
86,46,440,,-1.0,0.082,0.034272193908691406,
87,78,441,,-1.0,0.069,0.04179263114929199,
88,12,453,,-1.0,0.069,0.030713796615600586,
89,66,456,,-1.0,0.085,0.038230180740356445,
90,0,466,,-1.0,0.076,0.0443570613861084,
91,45,532,,-1.0,0.07900000000000001,0.0397953987121582,
92,40,559,,-1.0,0.056,0.042344093322753906,
93,1,1080,,-1.0,0.10200000000000001,0.05192112922668457,
94,11,1307,,-1.0,0.156,0.07992386817932129,
95,93,1683,,-1.0,0.224,0.07183218002319336,
96,34,1999,,-1.0,0.23500000000000001,0.09912395477294922,
97,44,2031,,-1.0,0.20500000000000002,0.09207034111022949,
98,67,2072,,-1.0,0.241,0.08557510375976562,
99,61,2536,,-1.0,0.289,0.09800505638122559,
